1.00000000,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
1.00000000,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320,14808.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87200000,0.37186377,146392.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.59466667,6.91402234,14805.00000000,7.00000000,10.00000000,10.00000000,10.00000000,10.00000000,9.87000000,0.37563280,146337.00000000,49.00000000,100.00000000,100.00000000,100.00000000,100.00000000,97.55800000,6.98073320
